"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20191219.csv"
"C","Report for: 12/19/2019 - 12/19/2019"
"C","Report generated: 12/18/2019 12:36:29 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","12/19/2019","21","4880","LD.MIDDL_ST13.8T1 LD","NETWORK NODE",120.26,121.7,0.17,-1.61
"D","12/19/2019","21","4881","LD.MIDDL_ST13.8T2 LD","NETWORK NODE",120.26,121.7,0.17,-1.61
"D","12/19/2019","21","4882","LD.MIDLBORO14.4","NETWORK NODE",124.05,121.7,0.17,2.18
"D","12/19/2019","21","4885","LD.NEWTON  13.8","NETWORK NODE",122.71,121.7,0.17,0.84
"D","12/19/2019","21","4891","LD.N_WOBURN13.8110A LD","NETWORK NODE",121.99,121.7,0.17,0.12
"D","12/19/2019","21","4892","LD.N_WOBURN13.8110B LD","NETWORK NODE",122.08,121.7,0.17,0.21
"D","12/19/2019","21","4893","LD.OLD_BAPT12.5T1 LD","NETWORK NODE",123.34,121.7,0.17,1.47
"D","12/19/2019","21","4894","LD.OLD_BAPT12.5T2 LD","NETWORK NODE",123.1,121.7,0.17,1.23
"D","12/19/2019","21","4895","LD.PROSPCT 69  1X LD","NETWORK NODE",122.07,121.7,0.17,0.2
"D","12/19/2019","21","4896","LD.PROSPCT 69  2X LD","NETWORK NODE",122.07,121.7,0.17,0.2
"D","12/19/2019","21","4897","LD.RIDGEFLD13.82X LD","NETWORK NODE",122.26,121.7,0.17,0.39
"D","12/19/2019","21","4898","LD.RIDGEFLD13.83X LD","NETWORK NODE",122.26,121.7,0.17,0.39
"D","12/19/2019","21","4899","LD.RIVERSDE23  1X LD","NETWORK NODE",124.68,121.7,0.17,2.81
"D","12/19/2019","21","4901","LD.RIVERSDE23  3X LD","NETWORK NODE",124.7,121.7,0.17,2.83
"D","12/19/2019","21","4902","LD.SNOW_ST 13.2T1 LD","NETWORK NODE",123.42,121.7,0.17,1.55
"D","12/19/2019","21","4903","LD.SNOW_ST 13.2T2 LD","NETWORK NODE",123.42,121.7,0.17,1.55
"D","12/19/2019","21","4904","LD.SOKANSET23  T1 LD","NETWORK NODE",122.6,121.7,0.17,0.73
"D","12/19/2019","21","4905","LD.SOKANSET23  T2 LD","NETWORK NODE",122.6,121.7,0.17,0.73
"D","12/19/2019","21","4906","LD.UNCASVIL13.21X LD","NETWORK NODE",122.99,121.7,0.17,1.12
"D","12/19/2019","21","4907","LD.UNCASVIL13.22X LD","NETWORK NODE",122.99,121.7,0.17,1.12
"D","12/19/2019","21","4908","LD.WAKEFLD 13.8  ","NETWORK NODE",120.29,121.7,0.17,-1.58
"D","12/19/2019","21","4910","LD.WARREN  12.5T1 LD","NETWORK NODE",122.89,121.7,0.17,1.02
"D","12/19/2019","21","4911","LD.WARREN  12.5T2 LD","NETWORK NODE",123.64,121.7,0.17,1.77
"D","12/19/2019","21","4912","LD.WARREN  23  T5 LD","NETWORK NODE",123.64,121.7,0.17,1.77
"D","12/19/2019","21","4913","LD.WARREN  23  T6 LD","NETWORK NODE",122.89,121.7,0.17,1.02
"D","12/19/2019","21","4914","LD.WILMATC 27.61X2 LD","NETWORK NODE",122.79,121.7,0.17,0.92
"D","12/19/2019","21","4915","LD.WILMATC 27.62X2 LD","NETWORK NODE",122.79,121.7,0.17,0.92
"D","12/19/2019","21","4916","LD.W_ANDOVR34.5T10 LD","NETWORK NODE",120.38,121.7,0.17,-1.49
"D","12/19/2019","21","4917","LD.W_ANDOVR34.5T20 LD","NETWORK NODE",120.38,121.7,0.17,-1.49
"D","12/19/2019","21","4919","LD.W_POND  23   ","NETWORK NODE",123.41,121.7,0.17,1.54
"D","12/19/2019","21","5779","LD.ROCKY_RV13.8","NETWORK NODE",122.02,121.7,0.17,0.15
"D","12/19/2019","21","6352","HC.AYER    115","HUB NODE",120.78,121.7,0.17,-1.09
"D","12/19/2019","21","6353","HC.CARPTRHL115","HUB NODE",123.42,121.7,0.17,1.55
"D","12/19/2019","21","6354","HC.CARPTRHL345","HUB NODE",123.1,121.7,0.17,1.23
"D","12/19/2019","21","6355","HC.LUDLOW  345","HUB NODE",124.16,121.7,0.17,2.29
"D","12/19/2019","21","6356","HC.MILLBURY115","HUB NODE",124.51,121.7,0.17,2.64
"D","12/19/2019","21","6357","HC.MILLBURY345","HUB NODE",122.13,121.7,0.17,0.26
"D","12/19/2019","21","6358","HC.NRTHBORO115","HUB NODE",126.43,121.7,0.17,4.56
"D","12/19/2019","21","6359","HC.PRAT_J  115","HUB NODE",121.81,121.7,0.17,-0.06
"D","12/19/2019","21","6360","HC.PRAT_J  230","HUB NODE",121.72,121.7,0.17,-0.15
"D","12/19/2019","21","6361","HC.ROLF_AVE13.8","HUB NODE",123.19,121.7,0.17,1.32
"D","12/19/2019","21","6362","HC.SANDY_PD115","HUB NODE",120.29,121.7,0.17,-1.58
"D","12/19/2019","21","6363","HC.SANDY_PD345","HUB NODE",120.09,121.7,0.17,-1.78
"D","12/19/2019","21","6364","HC.WACHUS  115","HUB NODE",121.63,121.7,0.17,-0.24
"D","12/19/2019","21","6367","HC.NORTHFLD345","HUB NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","6368","HC.BARRE   13.8","HUB NODE",123.51,121.7,0.17,1.64
"D","12/19/2019","21","6369","HC.BLOMNGDL13.8","HUB NODE",124.49,121.7,0.17,2.62
"D","12/19/2019","21","6370","HC.E_MAIN_S13.8","HUB NODE",126.22,121.7,0.17,4.35
"D","12/19/2019","21","6371","HC.GREENDAL13.8","HUB NODE",122.63,121.7,0.17,0.76
"D","12/19/2019","21","6372","HC.LITTLRST13.2","HUB NODE",124.27,121.7,0.17,2.4
"D","12/19/2019","21","6373","HC.LUDLOW  13.8","HUB NODE",124.42,121.7,0.17,2.55
"D","12/19/2019","21","6374","HC.NASHUA  13.8","HUB NODE",123.15,121.7,0.17,1.28
"D","12/19/2019","21","6375","HC.N_OXFORD13.2","HUB NODE",123.93,121.7,0.17,2.06
"D","12/19/2019","21","6376","HC.PALMER  13.2","HUB NODE",124.68,121.7,0.17,2.81
"D","12/19/2019","21","6377","HC.PAXTON  115","HUB NODE",124.32,121.7,0.17,2.45
"D","12/19/2019","21","6378","HC.STERLING13.8","HUB NODE",121.78,121.7,0.17,-0.09
"D","12/19/2019","21","6379","HC.THORNDIK13.2","HUB NODE",124.59,121.7,0.17,2.72
"D","12/19/2019","21","6380","HC.VERNONHL13.8    ","HUB NODE",124.51,121.7,0.17,2.64
"D","12/19/2019","21","6381","HC.WBSTR_ST13.8","HUB NODE",124.76,121.7,0.17,2.89
"D","12/19/2019","21","6382","HC.WENDLDPT13.8","HUB NODE",121.35,121.7,0.17,-0.52
"D","12/19/2019","21","6383","HC.WYMNGRDN115","HUB NODE",125.02,121.7,0.17,3.15
"D","12/19/2019","21","6384","HC.W_BOYLST13.8","HUB NODE",121.82,121.7,0.17,-0.05
"D","12/19/2019","21","6385","HC.W_CHRLTN13.2","HUB NODE",123.57,121.7,0.17,1.7
"D","12/19/2019","21","6418","LD.HALVARSN345 SMDINTLD","NETWORK NODE",124.35,121.7,0.17,2.48
"D","12/19/2019","21","6421","LD.SANDY_PD345 SMDINTLD","NETWORK NODE",120.09,121.7,0.17,-1.78
"D","12/19/2019","21","7600","DR.CT_Eastern","DRRAZ",123.16,121.7,0.17,1.29
"D","12/19/2019","21","7601","DR.CT_Northern","DRRAZ",124.73,121.7,0.17,2.86
"D","12/19/2019","21","7602","DR.CT_Norwalk-Stamford","DRRAZ",122.72,121.7,0.17,0.85
"D","12/19/2019","21","7603","DR.CT_Western_SWCT","DRRAZ",122.57,121.7,0.17,0.7
"D","12/19/2019","21","7604","DR.CT_Western","DRRAZ",124.78,121.7,0.17,2.91
"D","12/19/2019","21","7605","DR.ME_Bangor_Hydro","DRRAZ",98.39,121.7,-12.92,-10.39
"D","12/19/2019","21","7606","DR.ME_Maine","DRRAZ",114.23,121.7,0.17,-7.64
"D","12/19/2019","21","7607","DR.ME_Portland","DRRAZ",117.22,121.7,0.17,-4.65
"D","12/19/2019","21","7608","DR.MA_Boston","DRRAZ",121.9,121.7,0.17,0.03
"D","12/19/2019","21","7609","DR.MA_North_Shore","DRRAZ",120.09,121.7,0.17,-1.78
"D","12/19/2019","21","7610","DR.NH_New_Hampshire","DRRAZ",119.28,121.7,0.17,-2.59
"D","12/19/2019","21","7611","DR.NH_Seacoast","DRRAZ",119.82,121.7,0.17,-2.05
"D","12/19/2019","21","7612","DR.MA_Lower_SEMA","DRRAZ",124.57,121.7,0.17,2.7
"D","12/19/2019","21","7613","DR.MA_SEMA","DRRAZ",123.33,121.7,0.17,1.46
"D","12/19/2019","21","7614","DR.VT_Northwest_Vermont","DRRAZ",119.93,121.7,0.17,-1.94
"D","12/19/2019","21","7615","DR.VT_Vermont","DRRAZ",122.25,121.7,0.17,0.38
"D","12/19/2019","21","7616","DR.MA_Central","DRRAZ",122.69,121.7,0.17,0.82
"D","12/19/2019","21","7617","DR.MA_Springfield","DRRAZ",125.24,121.7,0.17,3.37
"D","12/19/2019","21","7618","DR.MA_Western","DRRAZ",123.36,121.7,0.17,1.49
"D","12/19/2019","21","7619","DR.RI_Rhode_Island","DRRAZ",123.85,121.7,0.17,1.98
"D","12/19/2019","21","10033","LD.BURTT_RD13.2","NETWORK NODE",120.58,121.7,0.17,-1.29
"D","12/19/2019","21","10034","LD.TUNNEL  69","NETWORK NODE",123.23,121.7,0.17,1.36
"D","12/19/2019","21","10037","LD.POWERSVL115","NETWORK NODE",0.0,121.7,-108.6,-13.1
"D","12/19/2019","21","10038","LD.GREATBAY34.5","NETWORK NODE",120.62,121.7,0.17,-1.25
"D","12/19/2019","21","10039","LD.PORTSMTH34.5","NETWORK NODE",119.07,121.7,0.17,-2.8
"D","12/19/2019","21","10178","LD.DEBLOIS 34.5","NETWORK NODE",111.05,121.7,0.17,-10.82
"D","12/19/2019","21","10341","LD.BEVERLY 13.2","NETWORK NODE",119.8,121.7,0.17,-2.07
"D","12/19/2019","21","10344","LD.GOLDN_RK23","NETWORK NODE",119.93,121.7,0.17,-1.94
"D","12/19/2019","21","10349","UN.KENDALL 13.8KND3","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","10424","UN.BERLN_NH22  BERP","NETWORK NODE",105.53,121.7,0.17,-16.34
"D","12/19/2019","21","10426","LD.TORRNGTN115","NETWORK NODE",124.43,121.7,0.17,2.56
"D","12/19/2019","21","10472","LD.ROLF_AVE13.8","NETWORK NODE",123.19,121.7,0.17,1.32
"D","12/19/2019","21","10474","LD.DEXTR_RI13.8","NETWORK NODE",130.21,121.7,0.17,8.34
"D","12/19/2019","21","10494","LD.TAFTS_CR34.5","NETWORK NODE",121.62,121.7,0.17,-0.25
"D","12/19/2019","21","10512","LD.CHALLENG34.5","NETWORK NODE",115.34,121.7,0.17,-6.53
"D","12/19/2019","21","10556","LD.ELLIS_AV14.4","NETWORK NODE",123.15,121.7,0.17,1.28
"D","12/19/2019","21","10571","LD.OAK_ST  23","NETWORK NODE",124.12,121.7,0.17,2.25
"D","12/19/2019","21","10602","LD.RAYNHAM 13.8","NETWORK NODE",124.52,121.7,0.17,2.65
"D","12/19/2019","21","10603","LD.WESTFORD13.2","NETWORK NODE",120.41,121.7,0.17,-1.46
"D","12/19/2019","21","10683","LD.BELL_RK 34.5","NETWORK NODE",127.34,121.7,0.17,5.47
"D","12/19/2019","21","10684","LD.JOHNSTON12.5","NETWORK NODE",121.87,121.7,0.17,0.0
"D","12/19/2019","21","10813","LD.FRNKLNSQ12.5","NETWORK NODE",122.61,121.7,0.17,0.74
"D","12/19/2019","21","10831","LD.COLBURN 13.8","NETWORK NODE",121.98,121.7,0.17,0.11
"D","12/19/2019","21","10846","LD.FRIVR_ME12.5","NETWORK NODE",117.15,121.7,0.17,-4.72
"D","12/19/2019","21","10850","LD.BEDFORD 34.5","NETWORK NODE",118.74,121.7,0.17,-3.13
"D","12/19/2019","21","10888","LD.KILVERT 12.5","NETWORK NODE",122.6,121.7,0.17,0.73
"D","12/19/2019","21","10906","LD.SHUNOCK 13.8","NETWORK NODE",124.91,121.7,0.17,3.04
"D","12/19/2019","21","10959","UN.JOHNSTON23  JLF2","NETWORK NODE",121.93,121.7,0.17,0.06
"D","12/19/2019","21","11136","LD.E_CAMBRG13.8","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","11413","LD.BRENTWOD34.5","NETWORK NODE",120.44,121.7,0.17,-1.43
"D","12/19/2019","21","11424","UN.RUMFD_FL11.5RUMH","NETWORK NODE",112.08,121.7,0.17,-9.79
"D","12/19/2019","21","11710","LD.CHELSEA 13.8","NETWORK NODE",120.57,121.7,0.17,-1.3
"D","12/19/2019","21","11713","LD.SOTHNGTN13.8","NETWORK NODE",122.69,121.7,0.17,0.82
"D","12/19/2019","21","11727","LD.PEACABLE13.8","NETWORK NODE",122.26,121.7,0.17,0.39
"D","12/19/2019","21","11761","AR.BEARSWMP13.8BSW1P","NETWORK NODE",120.6,121.7,0.17,-1.27
"D","12/19/2019","21","11762","AR.BEARSWMP13.8BSW2P","NETWORK NODE",120.6,121.7,0.17,-1.27
"D","12/19/2019","21","11764","AR.ROCKY_RV13.8ROCKP","NETWORK NODE",122.02,121.7,0.17,0.15
"D","12/19/2019","21","11842","UN.WATERSDE13.8WTSD","NETWORK NODE",123.18,121.7,0.17,1.31
"D","12/19/2019","21","11846","LD.RAILYARD23","NETWORK NODE",119.76,121.7,0.17,-2.11
"D","12/19/2019","21","12104","LD.MELROSE 13.8","NETWORK NODE",120.35,121.7,0.17,-1.52
"D","12/19/2019","21","12176","LD.PLUMTREE13.8","NETWORK NODE",121.77,121.7,0.17,-0.1
"D","12/19/2019","21","12504","UN.DEVON   13.2DV15","NETWORK NODE",122.15,121.7,0.17,0.28
"D","12/19/2019","21","12505","UN.LAUREL  13.8MI12","NETWORK NODE",122.96,121.7,0.17,1.09
"D","12/19/2019","21","12510","UN.HIGHGATE13.8SWC1","NETWORK NODE",112.85,121.7,0.17,-9.02
"D","12/19/2019","21","12511","UN.HIGHGATE13.8SWC2","NETWORK NODE",112.85,121.7,0.17,-9.02
"D","12/19/2019","21","12529","UN.HOOSAC  69  HOSW","NETWORK NODE",119.57,121.7,0.17,-2.3
"D","12/19/2019","21","12530","UN.SHEFIELD34.5SHEF","NETWORK NODE",114.5,121.7,0.17,-7.37
"D","12/19/2019","21","12551","UN.KIBBY   34.5KIBY","NETWORK NODE",109.09,121.7,0.17,-12.78
"D","12/19/2019","21","12564","UN.WATERBRY13.8WBRY","NETWORK NODE",120.56,121.7,0.17,-1.31
"D","12/19/2019","21","13515","UN.PIERCE  13.8ALP","NETWORK NODE",124.1,121.7,0.17,2.23
"D","12/19/2019","21","13627","LD.ME_YK   13.2","NETWORK NODE",115.33,121.7,0.17,-6.54
"D","12/19/2019","21","13673","UN.BRIGHTON13.8MAT1","NETWORK NODE",121.9,121.7,0.17,0.03
"D","12/19/2019","21","13675","UN.BRIGHTON13.8MAT2","NETWORK NODE",121.9,121.7,0.17,0.03
"D","12/19/2019","21","13692","LD.W_KENNEB115","NETWORK NODE",117.31,121.7,0.17,-4.56
"D","12/19/2019","21","13703","UN.JAY     13.8VCG1","NETWORK NODE",111.02,121.7,0.17,-10.85
"D","12/19/2019","21","13704","UN.JAY     13.8VCG2","NETWORK NODE",111.02,121.7,0.17,-10.85
"D","12/19/2019","21","13705","UN.JAY     13.8VCG3","NETWORK NODE",111.02,121.7,0.17,-10.85
"D","12/19/2019","21","13951","LD.KIMBL_RD34.5","NETWORK NODE",115.11,121.7,0.17,-6.76
"D","12/19/2019","21","14065","LD.MILLBURY13.8","NETWORK NODE",124.51,121.7,0.17,2.64
"D","12/19/2019","21","14087","UN.COLBURN 13.8MAT3","NETWORK NODE",121.97,121.7,0.17,0.1
"D","12/19/2019","21","14157","UN.COSCOB  13.8CC13","NETWORK NODE",123.28,121.7,0.17,1.41
"D","12/19/2019","21","14158","UN.COSCOB  13.8CC14","NETWORK NODE",123.28,121.7,0.17,1.41
"D","12/19/2019","21","14167","LD.VERGENNE34.5","NETWORK NODE",122.29,121.7,0.17,0.42
"D","12/19/2019","21","14174","LD.WARD_HIL13.2","NETWORK NODE",119.28,121.7,0.17,-2.59
"D","12/19/2019","21","14177","UN.WESTBRK 18.0WE1A","NETWORK NODE",116.18,121.7,0.17,-5.69
"D","12/19/2019","21","14178","UN.WESTBRK 18.0WE1B","NETWORK NODE",116.18,121.7,0.17,-5.69
"D","12/19/2019","21","14211","UN.PEMIGWAS34.5ALEX","NETWORK NODE",119.35,121.7,0.17,-2.52
"D","12/19/2019","21","14217","UN.NORTHFLD13.8NFD1","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14218","UN.NORTHFLD13.8NFD2","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14219","UN.NORTHFLD13.8NFD3","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14220","UN.NORTHFLD13.8NFD4","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14224","AR.NORTHFLD13.8NFD1P","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14225","AR.NORTHFLD13.8NFD2P","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14226","AR.NORTHFLD13.8NFD3P","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14227","AR.NORTHFLD13.8NFD4P","NETWORK NODE",121.22,121.7,0.17,-0.65
"D","12/19/2019","21","14595","UN.PARIS   34.5GRPW","NETWORK NODE",103.43,121.7,0.17,-18.44
"D","12/19/2019","21","14614","UN.KLEEN   18.0KLEN","NETWORK NODE",123.07,121.7,0.17,1.2
"D","12/19/2019","21","14665","UN.ROXBURY 34.5RCHW","NETWORK NODE",112.08,121.7,0.17,-9.79
"D","12/19/2019","21","14796","LD.MUSSEYRD34.5","NETWORK NODE",116.63,121.7,0.17,-5.24
"D","12/19/2019","21","14801","UN.MONTAGUE13.8CABT","NETWORK NODE",121.5,121.7,0.17,-0.37
"D","12/19/2019","21","14808","UN.MONTAGUE13.8TURN","NETWORK NODE",121.5,121.7,0.17,-0.37
"D","12/19/2019","21","14816","UN.NORWALK 27.6NOR1","NETWORK NODE",122.34,121.7,0.17,0.47
"D","12/19/2019","21","14817","UN.NORWALK 27.6NOR2","NETWORK NODE",122.34,121.7,0.17,0.47
"D","12/19/2019","21","14818","UN.NORWALK 27.6NOR3","NETWORK NODE",122.34,121.7,0.17,0.47
"D","12/19/2019","21","14823","UN.TUNNEL  69  WWTP","NETWORK NODE",123.23,121.7,0.17,1.36
"D","12/19/2019","21","14825","LD.WILTON  13.8","NETWORK NODE",122.45,121.7,0.17,0.58
"D","12/19/2019","21","14826","LD.TRUMBULL13.8","NETWORK NODE",121.91,121.7,0.17,0.04
"D","12/19/2019","21","14840","LD.OXFORD  13.8","NETWORK NODE",120.37,121.7,0.17,-1.5
"D","12/19/2019","21","14841","LD.WEARE   34.5","NETWORK NODE",118.83,121.7,0.17,-3.04
"D","12/19/2019","21","15097","UN.ROCKY_RV13.8KIMB","NETWORK NODE",122.02,121.7,0.17,0.15
"D","12/19/2019","21","15115","UN.NORTH_RD34.5LEMP","NETWORK NODE",124.15,121.7,0.17,2.28
"D","12/19/2019","21","15386","LD.BOGGY_BK44     ","NETWORK NODE",112.07,121.7,0.17,-9.8
"D","12/19/2019","21","15410","LD.SHELBURN12.5","NETWORK NODE",122.27,121.7,0.17,0.4
"D","12/19/2019","21","15411","LD.CHARLOTT12.5","NETWORK NODE",122.31,121.7,0.17,0.44
"D","12/19/2019","21","15412","LD.N_FERRIS12.5","NETWORK NODE",122.31,121.7,0.17,0.44
"D","12/19/2019","21","15417","LD.TRENTON 34.5","NETWORK NODE",112.44,121.7,0.17,-9.43
"D","12/19/2019","21","15464","UN.STETSON 34.5STET","NETWORK NODE",0.0,121.7,-108.6,-13.1
"D","12/19/2019","21","15477","UN.E_SHORE 13.8NHP2","NETWORK NODE",124.35,121.7,0.17,2.48
"D","12/19/2019","21","15484","UN.POTTER  13.8WAT1","NETWORK NODE",120.04,121.7,0.17,-1.83
"D","12/19/2019","21","15485","UN.POTTER  13.8WAT2","NETWORK NODE",120.04,121.7,0.17,-1.83
"D","12/19/2019","21","15509","UN.PLNFIELD13.8PLFD","NETWORK NODE",122.25,121.7,0.17,0.38
"D","12/19/2019","21","15918","LD.TOWER_HL13.0 ","NETWORK NODE",123.61,121.7,0.17,1.74
"D","12/19/2019","21","15940","UN.DARTMTH 13.8DAR3","NETWORK NODE",126.96,121.7,0.17,5.09
"D","12/19/2019","21","16184","LD.STEPSTON23  ","NETWORK NODE",125.15,121.7,0.17,3.28
"D","12/19/2019","21","16248","LD.FALMOUTH25  ","NETWORK NODE",124.37,121.7,0.17,2.5
"D","12/19/2019","21","16249","LD.HYANIS_J24.0","NETWORK NODE",124.18,121.7,0.17,2.31
"D","12/19/2019","21","16250","LD.WELFLEET23","NETWORK NODE",124.18,121.7,0.17,2.31
"D","12/19/2019","21","16251","LD.HARWICH 23","NETWORK NODE",124.18,121.7,0.17,2.31
"D","12/19/2019","21","16252","LD.ORLEANS 24.0","NETWORK NODE",124.18,121.7,0.17,2.31
"D","12/19/2019","21","16255","LD.CANDLE  13.2","NETWORK NODE",124.18,121.7,0.17,2.31
"D","12/19/2019","21","16256","LD.TREASURE13.8","NETWORK NODE",124.09,121.7,0.17,2.22
"D","12/19/2019","21","16296","UN.GRAHAM  46  MLFH","NETWORK NODE",111.77,121.7,0.17,-10.1
"D","12/19/2019","21","16328","LD.FLAX_HL 27.6","NETWORK NODE",122.72,121.7,0.17,0.85
"D","12/19/2019","21","16612","UN.STETSON 34.5STE2","NETWORK NODE",0.0,121.7,-108.6,-13.1
"D","12/19/2019","21","16614","UN.PARTRIDG23  BRKW","NETWORK NODE",121.14,121.7,0.17,-0.73
"D","12/19/2019","21","16653","UN.BERLN_NH13.8BURG","NETWORK NODE",105.37,121.7,0.17,-16.5
"D","12/19/2019","21","16654","LD.ROOD_AVE23  ","NETWORK NODE",124.9,121.7,0.17,3.03
"D","12/19/2019","21","16738","UN.CONGRESS13.8BPFC","NETWORK NODE",122.12,121.7,0.17,0.25
"D","12/19/2019","21","16846","LD.LYNN    13.8","NETWORK NODE",120.73,121.7,0.17,-1.14
"D","12/19/2019","21","16847","LD.STOWE   34.5","NETWORK NODE",121.51,121.7,0.17,-0.36
"D","12/19/2019","21","16873","LD.W_AMESBY23  ","NETWORK NODE",118.44,121.7,0.17,-3.43
"D","12/19/2019","21","16874","LD.W_AMESBY13.2","NETWORK NODE",118.44,121.7,0.17,-3.43
"D","12/19/2019","21","17044","UN.DEVON   13.2DV16","NETWORK NODE",122.15,121.7,0.17,0.28
"D","12/19/2019","21","17045","UN.DEVON   13.2DV17","NETWORK NODE",122.15,121.7,0.17,0.28
"D","12/19/2019","21","17046","UN.DEVON   13.2DV18","NETWORK NODE",122.15,121.7,0.17,0.28
"D","12/19/2019","21","17147","LD.EAST_AVE34.5","NETWORK NODE",121.38,121.7,0.17,-0.49
"D","12/19/2019","21","17186","LD.WATERFRD23  ","NETWORK NODE",122.99,121.7,0.17,1.12
"D","12/19/2019","21","17227","LD.MYSTIC  13.8","NETWORK NODE",119.89,121.7,0.17,-1.98
"D","12/19/2019","21","17280","LD.DEXTER  13.8","NETWORK NODE",123.94,121.7,0.17,2.07
"D","12/19/2019","21","35555","UN.E_FAIRFX34.5GMTW","NETWORK NODE",118.22,121.7,0.17,-3.65
"D","12/19/2019","21","35693","UN.WOODSTCK34.5SPMT","NETWORK NODE",113.17,121.7,0.17,-8.7
"D","12/19/2019","21","35979","UN.JAY_VT  46  KCW","NETWORK NODE",113.14,121.7,0.17,-8.73
"D","12/19/2019","21","36881","LD.NEWFANE 46  ","NETWORK NODE",121.48,121.7,0.17,-0.39
"D","12/19/2019","21","36893","LD.LIMEKILN34.5","NETWORK NODE",121.38,121.7,0.17,-0.49
"D","12/19/2019","21","36981","LD.LYNDONVL34.5","NETWORK NODE",115.52,121.7,0.17,-6.35
"D","12/19/2019","21","37050","UN.HUCKN_HL34.5GROW","NETWORK NODE",118.24,121.7,0.17,-3.63
"D","12/19/2019","21","37105","UN.BINGHAM 34.5BNGW","NETWORK NODE",112.43,121.7,0.17,-9.44
"D","12/19/2019","21","37143","LD.ATHENSME12.5","NETWORK NODE",110.72,121.7,0.17,-11.15
"D","12/19/2019","21","37150","LD.MADISON 34.5","NETWORK NODE",110.71,121.7,0.17,-11.16
"D","12/19/2019","21","37151","LD.HOTEL_RD12  ","NETWORK NODE",115.48,121.7,0.17,-6.39
"D","12/19/2019","21","37175","UN.ROLLINS 34.5ROLL","NETWORK NODE",0.0,121.7,-108.6,-13.1
"D","12/19/2019","21","37265","LD.SOMERVIL13.8","NETWORK NODE",119.94,121.7,0.17,-1.93
"D","12/19/2019","21","37366","UN.LAUREL  13.8MI13","NETWORK NODE",122.96,121.7,0.17,1.09
"D","12/19/2019","21","37367","UN.LAUREL  13.8MI14","NETWORK NODE",122.96,121.7,0.17,1.09
"D","12/19/2019","21","37368","UN.LAUREL  13.8MI15","NETWORK NODE",122.96,121.7,0.17,1.09
"D","12/19/2019","21","37894","LD.TAFTS_CR12.5","NETWORK NODE",121.62,121.7,0.17,-0.25
"D","12/19/2019","21","37895","LD.VERNONRD46  ","NETWORK NODE",121.38,121.7,0.17,-0.49
"D","12/19/2019","21","37953","LD.ROXBURY 34.5","NETWORK NODE",112.08,121.7,0.17,-9.79
"D","12/19/2019","21","37974","LD.DUDLEY  13.8","NETWORK NODE",123.52,121.7,0.17,1.65
"D","12/19/2019","21","38115","UN.HARRNGTN13.2HARS","NETWORK NODE",126.03,121.7,0.17,4.16
"D","12/19/2019","21","38173","UN.LUDDN_LN34.5SADW","NETWORK NODE",111.08,121.7,0.17,-10.79
"D","12/19/2019","21","38206","UN.BPT_5CC 25  BHR5","NETWORK NODE",121.88,121.7,0.17,0.01
"D","12/19/2019","21","38310","UN.CANAL   25  CAN3","NETWORK NODE",123.27,121.7,0.17,1.4
"D","12/19/2019","21","38417","UN.PASADMKG34.5PASW","NETWORK NODE",110.52,121.7,0.17,-11.35
"D","12/19/2019","21","38495","UN.W_KNGSTN34.5BIW  ","NETWORK NODE",124.2,121.7,0.17,2.33
"D","12/19/2019","21","38553","UN.TUTTLEHL34.5ANTW ","NETWORK NODE",119.72,121.7,0.17,-2.15
"D","12/19/2019","21","38738","UN.LUDDN_LN34.5CANW","NETWORK NODE",111.08,121.7,0.17,-10.79
"D","12/19/2019","21","39676","LD.LEEDS_ME34.5","NETWORK NODE",113.47,121.7,0.17,-8.4
"D","12/19/2019","21","39677","LD.UNION_AV115","NETWORK NODE",124.26,121.7,0.17,2.39
"D","12/19/2019","21","39678","LD.WOONSCKT13.8","NETWORK NODE",122.75,121.7,0.17,0.88
"D","12/19/2019","21","39679","LD.SHERWOOD13.8","NETWORK NODE",122.58,121.7,0.17,0.71
"D","12/19/2019","21","39712","LD.DEXTR_RI69  ","NETWORK NODE",130.16,121.7,0.17,8.29
"D","12/19/2019","21","39719","LD.PLSNT_HL12.5","NETWORK NODE",116.92,121.7,0.17,-4.95
"D","12/19/2019","21","39990","LD.GOOSEFAR12","NETWORK NODE",117.09,121.7,0.17,-4.78
"D","12/19/2019","21","40034","LD.MONMOUTH12","NETWORK NODE",114.87,121.7,0.17,-7.0
